route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
GREEN LATE NIGHT SATURDAY,GN3 UISA,[@124.0.92344750@][1484579800344]/76__GN3_UISA,Lincoln Square,0,GN3 UISA,[@124.0.92344750@]50E->50WLNIGHT
TEAL,T1 UI F,[@7.0.41893871@][4][1243540851671]/19__T1_UI_F,Illinois Terminal,1,T1 UI F,12W TEAL 12
TEAL EVENING SATURDAY,T2 UISA,[@124.0.92279199@][1484345597711]/24__T2_UISA,Orchard Downs,0,T2 UISA,[@124.0.92279199@]TEAL EVENING 13
YELLOW,Y4 MF,[@6.0.14329702@][2][1622062602513]/11__Y4_MF,Savoy Walmart,1,Y4 MF,YELLOW 14
GREY SUNDAY,GR4 SU,[@2.0.85633657@][32][1463431982715]/0__GR4_SU,Round Barn Road,1,GR4 SU,[@15.0.68512361@]3
GOLDHOPPER,G3 MF,[@7.0.41987615@][3][1246632955750]/30__G3_MF,Lincoln Square,0,G3 MF,GOLDHOPPER 2
TEAL SATURDAY,T2 NONUISA,[@12.0.44194660@][1250946648828]/28__T2_NONUISA,Illinois Terminal,1,T2 NONUISA,TEAL WEEKEND 16
TEAL LATE NIGHT,T2-4 UI MF,[@7.0.41905826@][3][1246486925328]/0__T2-4_UI_MF,Orchard Downs,0,T2-4 UI MF,TEAL LATE 14
TEAL SATURDAY,T2 UISA,[@12.0.44194660@][1250946648828]/18__T2_UISA,Illinois Terminal,1,T2 UISA,TEAL WEEKEND 16
BRONZE,BZ1 SCHMF,[@15.0.63192037@][3][1337952138353]/5__BZ1_SCHMF,Yankee Ridge - Lincoln Square,0,BZ1 SCHMF,[@15.0.63192037@]1
GREEN,B1 MF,3R300__B1_MF,Round Barn Road - Holiday Park,1,B1 MF,5WCF
GREY SATURDAY,GR4SA,[@15.0.73008535@][31][1401898680792]/12__GR4SA,Lincoln Square - Urbana Walmart,0,GR4SA,[@15.0.69172548@]1
SILVER,SV2 NON UI,[@12.0.42199629@][4][1246896833000]/78__SV2_NON_UI,PAR,1,SV2 NON UI,SILVER 120
SILVER EVENING SATURDAY,SV1 UISA,[@124.0.92284627@][1484347218447]/141__SV1_UISA,Lincoln Square,0,SV1 UISA,[@124.0.92284627@]130N SILVER EVENING 2
TEAL SUNDAY,T2 NONUISU,[@124.0.92229742@][1484323714302]/53__T2_NONUISU,Orchard Downs,0,T2 NONUISU,[@124.0.92229742@]12E TEAL WEEKEND 13
ILLINI EVENING,I4-3 UIF,[@7.0.41950648@][1244056065453]/214__I4-3_UIF,PAR,1,I4-3 UIF,220S ILLINI 20
BROWN,BA1 MF,[@2.0.80548152@][11][1425506680849]/9__BA1_MF,Parkland College,0,BA1 MF,[@15.0.61662606@]1
GREEN,GN3 NOSCH,3GN306__GN3_NOSCH,Road Barn Road,0,GN3 NOSCH,5ETOCF
GREY,GR1 MF SCH,[@15.0.68512430@][4][1375909678066]/0__GR1_MF_SCH,Parkland College,1,GR1 MF SCH,[@15.0.68512430@]585
GREY,GNX5 MF,4GR781__GNX5_MF,Urbana Walmart,0,GNX5 MF,7E
ILLINI LIMITED EVENING,I2 NONUIMF,[@6.0.14328849@][1][1622553201397]/1__I2_NONUIMF,Lincoln & Anthony,0,I2 NONUIMF,[@2.0.85635071@]58
TEAL EVENING SATURDAY,T1 UISA,[@124.0.92279199@][1484345597711]/42__T1_UISA,Illinois Terminal,1,T1 UISA,[@124.0.92279199@]TEAL EVENING 12
ILLINI LIMITED,I2 NONUIMF,[@6.0.14327389@][1][1622146973960]/36__I2_NONUIMF,Lincoln & Killarney,0,I2 NONUIMF,[@6.0.14327389@]10
ILLINI EVENING SUNDAY,I3 UISU,[@124.0.92263401@][1484328944432]/167__I3_UISU,Lincoln & Killarney,0,I3 UISU,[@124.0.92263401@]220N ILLINI 10
GREY EVENING,GR1 MF SCH,BA4-6__GR1_MF_SCH,Parkland College,1,GR1 MF SCH,70W
SILVER,SV2 NON UI,[@12.0.42199629@][4][1246896833000]/74__SV2_NON_UI,PAR,1,SV2 NON UI,SILVER 120
TEAL EVENING,T1 UI MTWR,[@7.0.41903462@][4][1243545628328]/4__T1_UI_MTWR,Illinois Terminal,1,T1 UI MTWR,TEAL EVENING 12
ILLINI EVENING SUNDAY,I5 UISU,[@124.0.92263401@][1484328944432]/234__I5_UISU,PAR,1,I5 UISU,[@124.0.92263401@]220S ILLINI 20
ILLINI EVENING SUNDAY,I3 UISU,[@124.0.92263401@][1484328944432]/43__I3_UISU,Lincoln & Killarney,0,I3 UISU,[@124.0.92263401@]220N ILLINI 10
LINK,LN2 MF,[@6.0.15252684@][2][1622672028480]/89__LN2_MF,Water Survey,1,LN2 MF,[@6.0.15252684@]2
GREY EVENING,GR1 MF NOSCH,2GR746__GR1_MF_NOSCH,Parkland College,1,GR1 MF NOSCH,70W
LAVENDER SUNDAY,L2 SU,[@15.0.71205318@][1381241976567]/38__L2_SU,Champaign Walmart,0,L2 SU,[@15.0.71205318@]30NIT->BB
TEAL EVENING,T3 NON UI MF,[@7.0.41903462@][3][1243545697437]/21__T3_NON_UI_MF,Orchard Downs,0,T3 NON UI MF,TEAL EVENING 13
TEAL SATURDAY,T2 NONUISA,[@12.0.44194660@][1250946648828]/26__T2_NONUISA,Illinois Terminal,1,T2 NONUISA,TEAL WEEKEND 16
RED SATURDAY,R1SA,20RED016__R1SA,Illini Union,1,R1SA,20U ->IU
GREEN LATE NIGHT,GN7 UIF,[@7.0.41203002@][4][1256314270546]/1__GN7_UIF,Illinois Terminal,1,GN7 UIF,50WLTNT->
SILVER SATURDAY,SV1 UISA,[@12.0.44184681@][1250945403296]/250__SV1_UISA,Vet-Med,1,SV1 UISA,130S SILVER WEEKEND 3
TEAL SUNDAY,T1 UISU,[@124.0.92229742@][1484323714302]/5__T1_UISU,Orchard Downs,0,T1 UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
RUBY,RUB2 SCHMTTF,[@15.0.64600293@][1][1339519267236]/8__RUB2_SCHMTTF,Airport & Cunningham,0,RUB2 SCHMTTF,[@15.0.64600293@]1
BROWN,BA1 MF,[@15.0.61662606@][10][1329152209562]/36__BA1_MF,Illinois Terminal,0,BA1 MF,[@15.0.61662606@]137
GREEN LATE NIGHT,GR3 UIMF,3GR788__GR3_UIMF,Illinois Terminal,1,GR3 UIMF,50W-LATE
TEAL SATURDAY,T2 NONUISA,[@12.0.44194660@][1250946648828]/136__T2_NONUISA,Orchard Downs,0,T2 NONUISA,12E TEAL WEEKEND 13
ILLINI EVENING SATURDAY,I5 UISA,[@124.0.92260187@][1484328831455]/42__I5_UISA,PAR,1,I5 UISA,[@124.0.92260187@]220S ILLINI 20
GREEN EVENING SATURDAY,GN3 NONUISA,[@124.0.92311676@][1484576395235]/2__GN3_NONUISA,Round Barn Road,1,GN3 NONUISA,[@124.0.92311676@]71
ILLINI LIMITED,I2 NONUIMF,[@6.0.14327389@][2][1622152086585]/74__I2_NONUIMF,Transit Plaza,1,I2 NONUIMF,[@6.0.14327389@]14
GREY SATURDAY,GR4SA,[@15.0.73008535@][32][1401899327184]/41__GR4SA,Round Barn Road,1,GR4SA,[@15.0.69172548@]2
GREY SATURDAY,GN2 NONUISA,[@15.0.73008535@][31][1401898680792]/6__GN2_NONUISA,Lincoln Square - Urbana Walmart,0,GN2 NONUISA,[@15.0.69172548@]1
TEAL LATE NIGHT SUNDAY,T2 UISU,[@124.0.92276155@][1484344792164]/41__T2_UISU,Orchard Downs,0,T2 UISU,[@124.0.92276155@]120E TEAL LATE 13
ILLINI EVENING SATURDAY,I6 UISA,[@124.0.92260187@][1484328831455]/336__I6_UISA,Lincoln & Killarney,0,I6 UISA,[@124.0.92260187@]220N ILLINI 10
YELLOW,Y2 UIMF,[@6.0.14329702@][1][1622066268396]/43__Y2_UIMF,Champaign Walmart,0,Y2 UIMF,[@15.0.63189004@]23
TEAL EVENING,T1 UI MTWR,[@7.0.41903462@][3][1243545711640]/29__T1_UI_MTWR,Orchard Downs,0,T1 UI MTWR,TEAL EVENING 13
ILLINI LIMITED EVENING,I1 NONUIMF,[@6.0.14328849@][2][1622467715328]/25__I1_NONUIMF,Transit Plaza,1,I1 NONUIMF,ILLINI 845 315
ILLINI LIMITED SUNDAY,I2 UISU,[@6.0.14330187@][2][1622253008700]/38__I2_UISU,Transit Plaza,1,I2 UISU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
ILLINI LIMITED SUNDAY,I1 UISU,[@6.0.14330187@][2][1622253008700]/49__I1_UISU,Transit Plaza,1,I1 UISU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
RUBY,RUB1 MF,[@15.0.64600293@][2][1339519176813]/6__RUB1_MF,Lincoln Square,1,RUB1 MF,[@15.0.64600293@]2
YELLOW SATURDAY,Y2 UISA,[@15.0.63192124@][2][1338469240094]/25__Y2_UISA,Savoy Walmart,1,Y2 UISA,[@14.0.57766396@]100S
TEAL,T1 UI MTWR,[@124.0.111414163@][32][1526581741723]/3__T1_UI_MTWR,PAR,1,T1 UI MTWR,12W TEAL 12
SILVER,SV4 NON UI SCH,[@12.0.42199629@][3][1246896590515]/64__SV4_NON_UI_SCH,Lincoln Square,0,SV4 NON UI SCH,SILVER 2
SILVER SATURDAY,SV2 UISA,[@12.0.44184681@][1250945403296]/253__SV2_UISA,Vet-Med,1,SV2 UISA,130S SILVER WEEKEND 3
LIME SUNDAY,LM1 SU,[@124.0.94415718@][11][1496266442118]/13__LM1_SU,Kirby & Duncan,0,LM1 SU,[@15.0.74000704@]37
RED SATURDAY,R1SA,20RED010__R1SA,Philo & Silver,1,R1SA,20U->PS
SILVER,SV4 NON UI NOSCH,[@12.0.42199629@][3][1246896590515]/53__SV4_NON_UI_NOSCH,Lincoln Square,0,SV4 NON UI NOSCH,SILVER 2
YELLOW LATE NIGHT SUNDAY,Y2 UISU,[@124.0.92330667@][1484578259855]/15__Y2_UISU,Champaign Walmart,0,Y2 UISU,[@124.0.92330667@]100NLTNT->
YELLOW SATURDAY,Y1 UISA,[@15.0.63192124@][1][1338414280664]/10__Y1_UISA,Champaign Walmart,0,Y1 UISA,[@14.0.57766396@]100N
GREEN SATURDAY,GR1SA,[@7.0.41202550@][4][1248702341796]/2__GR1SA,Round Barn Road,1,GR1SA,[@15.0.68513015@]219
ILLINI LIMITED,I1 NONUIMF,[@6.0.14327389@][1][1622146809102]/18__I1_NONUIMF,Lincoln & Anthony,0,I1 NONUIMF,[@6.0.14327389@]6
TEAL LATE NIGHT SUNDAY,T1 UISU,[@124.0.92276155@][1484344792164]/37__T1_UISU,Orchard Downs,0,T1 UISU,[@124.0.92276155@]120E TEAL LATE 13
YELLOW SUNDAY,Y1 SU,[@124.0.92236898@][1484325332995]/64__Y1_SU,Savoy Walmart,1,Y1 SU,[@124.0.92236898@]100S
GREEN LATE NIGHT SATURDAY,GN2 UISA,[@124.0.92344750@][1484579800344]/43__GN2_UISA,Illinois Terminal,1,GN2 UISA,[@124.0.92344750@]50WLTNT->
SILVER,SV4 NON UI SCH,[@12.0.42199629@][4][1246896833000]/73__SV4_NON_UI_SCH,PAR,1,SV4 NON UI SCH,SILVER 120
SILVER EVENING SUNDAY,SV1 UISU,[@124.0.92286725@][1484347296458]/21__SV1_UISU,Vet-Med,1,SV1 UISU,[@124.0.92286725@]130S SILVER EVENING 3
ILLINI LIMITED EVENING,I1 NONUIMF,[@6.0.14328849@][2][1622467715328]/19__I1_NONUIMF,Transit Plaza,1,I1 NONUIMF,[@124.0.94415670@]59
GREEN SATURDAY,GR3SA,GN1SAT018__GR3SA,Orchard Downs,0,GR3SA,50E->PC
ILLINI,I5 UIF 1,[@7.0.41200832@][1][1238430123625]/34__I5_UIF_1,Lincoln & Killarney,0,I5 UIF 1,22N ILLINI 10
LAVENDER,L2 SCH MF,[@15.0.63192662@][1][1334087990782]/10__L2_SCH_MF,Champaign Walmart,0,L2 SCH MF,[@15.0.63192662@]3
ILLINI LIMITED SUNDAY,I1 UISU,[@6.0.14330187@][2][1622253008700]/53__I1_UISU,Transit Plaza,1,I1 UISU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
YELLOW,Y4 MF,[@6.0.14329702@][1][1622066340033]/50__Y4_MF,Champaign Walmart,0,Y4 MF,[@15.0.63189004@]23
ILLINI LIMITED,I1 NONUIMF,[@6.0.14327389@][1][1622146809102]/5__I1_NONUIMF,Lincoln & Killarney,0,I1 NONUIMF,[@6.0.14327389@]10
TEAL,T3 UI MF,[@7.0.41893871@][4][1243540851671]/27__T3_UI_MF,Illinois Terminal,1,T3 UI MF,12W TEAL 12
TEAL SUNDAY,T1 NONUISU,[@124.0.92229742@][1484323714302]/33__T1_NONUISU,Orchard Downs,0,T1 NONUISU,[@124.0.92229742@]12E TEAL WEEKEND 13
LINK,LN3 MF,[@6.0.15252684@][1][1622671552500]/39__LN3_MF,University and Wright,0,LN3 MF,[@6.0.15252684@]1
GOLD,G2 MF,[@7.0.41203042@][4][1248902015375]/0__G2_MF,Mattis & Devonshire,1,G2 MF,GOLD 46
YELLOW EVENING SATURDAY,Y3SA,[@124.0.92247832@][1484327725398]/1__Y3SA,First & Curtis,1,Y3SA,[@124.0.92247832@]9
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/53__SV1_NONUISU,Lincoln Square,0,SV1 NONUISU,[@124.0.92241454@]4
BLUE,B3 NOSCHMF,[@14.0.56288268@][3][1302635305265]/18__B3_NOSCHMF,Illinois Terminal,0,B3 NOSCHMF,BLUE 51
ILLINI,I4 UIMF,[@7.0.41200832@][1][1238430123625]/46__I4_UIMF,Lincoln & Killarney,0,I4 UIMF,22N ILLINI 10
ILLINI,I7 UIF,[@7.0.41200832@][1][1238430123625]/59__I7_UIF,Lincoln & Anthony,0,I7 UIF,[@15.0.63192528@]43
SILVER SATURDAY,SV1 UISA,[@12.0.44184681@][1250945403296]/258__SV1_UISA,Vet-Med,1,SV1 UISA,130S SILVER WEEKEND 3
YELLOW EVENING,Y4 MF,[@15.0.63189138@][2][1338409410134]/0__Y4_MF,Transit Plaza,1,Y4 MF,100S->PLAZA
GREEN ALT,I8 4S UI SCHWED,[@2.0.84887452@][1455575490653]/64__I8_4S_UI_SCHWED,Country Squire,0,I8 4S UI SCHWED,[@2.0.84887452@]GREEN 336
ILLINI,I7-1 & 2 UIMTH,[@7.0.41200832@][2][1238430887312]/140__I7-1_&_2_UIMTH,PAR,1,I7-1 & 2 UIMTH,22S ILLINI 20
GREY SATURDAY,GN1SA,[@15.0.73008535@][31][1401898787857]/18__GN1SA,Lincoln Square - Urbana Walmart,0,GN1SA,[@15.0.69172548@]1
TEAL SUNDAY,T2 UISU,[@124.0.92229742@][1484323714302]/12__T2_UISU,Orchard Downs,0,T2 UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
GOLD,G3 MF,[@7.0.41203042@][3][1246644878453]/8__G3_MF,Richardson Estates,0,G3 MF,[@2.0.86232218@]426
GREEN SATURDAY,GN1SA,[@7.0.41202550@][4][1248723156390]/1__GN1SA,Round Barn Road,1,GN1SA,[@15.0.68513015@]219
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][2][1622384445965]/55__I2__NONUISA,Transit Plaza,1,I2  NONUISA,ILLINI LIMITED WEEKEND 845
ILLINI,I5 UIF 1,[@7.0.41200832@][2][1238430887312]/139__I5_UIF_1,PAR,1,I5 UIF 1,22S ILLINI 20
TEAL LATE NIGHT SATURDAY,T1 UISA,[@124.0.92275054@][1484344751044]/9__T1_UISA,Orchard Downs,0,T1 UISA,[@124.0.92275054@]TEAL LATE 14
TEAL EVENING,T1 UI MTWR,[@7.0.41903462@][3][1243545711640]/27__T1_UI_MTWR,Orchard Downs,0,T1 UI MTWR,TEAL EVENING 13
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/76__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
ILLINI EVENING SATURDAY,I4 UISA,[@124.0.92260187@][1484328831455]/289__I4_UISA,Lincoln & Killarney,0,I4 UISA,[@124.0.92260187@]220N ILLINI 10
LAVENDER,L2 NO SCH MF,[@15.0.63192662@][1][1334088540074]/18__L2_NO_SCH_MF,Champaign Walmart - Research Park,0,L2 NO SCH MF,[@15.0.63192662@]4
GREEN,GNX2 MF,[@15.0.73007320@][31][1402511895099]/0__GNX2_MF,Stillwater Landing,0,GNX2 MF,[@15.0.73007320@]110
TEAL EVENING,T2-4 UI MF,[@7.0.41903462@][4][1243545628328]/9__T2-4_UI_MF,Illinois Terminal,1,T2-4 UI MF,TEAL EVENING 12
ILLINI LIMITED SUNDAY,I1 NONUISU,[@6.0.14330187@][1][1622252763821]/6__I1_NONUISU,Lincoln & Killarney,0,I1 NONUISU,[@6.0.14330187@]6
ILLINI EVENING,I4-3 UIF,[@7.0.41950648@][1244056065453]/114__I4-3_UIF,Lincoln & Killarney,0,I4-3 UIF,220N ILLINI 10
TEAL,T1 NON UI MF,[@14.0.51708725@][4][1277828617859]/0__T1_NON_UI_MF,Illinois Terminal,1,T1 NON UI MF,12W TEAL 12
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][2][1622139849262]/53__Y8_UIMF,Lot E-14,1,Y8 UIMF,YELLOWHOPPER 26
GREEN SATURDAY,GR3SA,[@7.0.41202550@][4][1248723584250]/3__GR3SA,Round Barn Road,1,GR3SA,[@15.0.68513015@]219
ILLINI,I3 UIMTH,[@7.0.41200832@][1][1238430123625]/57__I3_UIMTH,Lincoln & Killarney,0,I3 UIMTH,22N ILLINI 10
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/147__T1_UISA,Orchard Downs,0,T1 UISA,12E TEAL WEEKEND 13
ILLINI,I7-1 & 2 UIMTH,[@7.0.41200832@][2][1238430887312]/196__I7-1_&_2_UIMTH,PAR,1,I7-1 & 2 UIMTH,22S ILLINI 20
GREY SATURDAY,GN3 NONUISA,[@15.0.73008535@][31][1401898787857]/21__GN3_NONUISA,Lincoln Square - Urbana Walmart,0,GN3 NONUISA,[@15.0.69172548@]1
GREY EVENING,L2 SCH MF,[@124.0.143437300@][31][1591365669945]/0__L2_SCH_MF,Main & Route 150,0,L2 SCH MF,[@124.0.143437300@]74
ILLINI EVENING SUNDAY,I7 UISU,[@124.0.92263401@][1484328944432]/6__I7_UISU,Lincoln & Killarney,0,I7 UISU,[@124.0.92263401@]ILLINI EV 25
GREY,GR1 MF SCH,[@2.0.80545657@][32][1425489606906]/26__GR1_MF_SCH,Parkland College,1,GR1 MF SCH,7W
ILLINI LIMITED SUNDAY,I1 NONUISU,[@6.0.14330187@][1][1622252763821]/24__I1_NONUISU,Lincoln & Killarney,0,I1 NONUISU,[@6.0.14330187@]6
GREENHOPPER EVENING,GN3 SCHMTTF,[@14.0.50384734@][1270492238828]/4__GN3_SCHMTTF,Sunnycrest,0,GN3 SCHMTTF,[@15.0.68512960@]111
TEAL SUNDAY,T2 UISU,[@124.0.92229742@][1484323714302]/42__T2_UISU,Orchard Downs,0,T2 UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
ILLINI LIMITED SUNDAY,I2 NONUISU,[@6.0.14330187@][2][1622253008700]/42__I2_NONUISU,Transit Plaza,1,I2 NONUISU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
BROWN,BA2 SCHMF,[@2.0.80548152@][11][1430341925982]/0__BA2_SCHMF,Parkland College,0,BA2 SCHMF,[@15.0.61662606@]364
SILVER,SV3 UI MF,[@12.0.42199629@][4][1246896833000]/82__SV3_UI_MF,PAR,1,SV3 UI MF,SILVER 120
GREY EVENING SATURDAY,GR1SA,[@124.0.92319406@][1484577670364]/38__GR1SA,Lincoln Square,1,GR1SA,[@124.0.92319406@]9
ILLINI EVENING SATURDAY,I1  UISA,[@124.0.92260187@][1484328831455]/51__I1__UISA,PAR,1,I1  UISA,[@124.0.92260187@]220S ILLINI 20
YELLOW,Y1 MF,[@6.0.14329702@][2][1622062790153]/13__Y1_MF,Savoy Walmart,1,Y1 MF,YELLOW 14
GREY EVENING,GR3 UIMF,2GR745__GR3_UIMF,Lincoln Square - Urbana Walmart,0,GR3 UIMF,70E
BROWN,BB1 MF,[@2.0.80548152@][12][1425572286750]/23__BB1_MF,Parkland College,1,BB1 MF,[@15.0.61662606@]366
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072086256]/41__L1SA,Illinois Terminal,1,L1SA,30SBB->IT
TEAL EVENING SATURDAY,T2 NONUISA,[@124.0.92279199@][1484345597711]/53__T2_NONUISA,Illinois Terminal,1,T2 NONUISA,[@124.0.92279199@]TEAL EVENING 12
TEAL,T1 UI F,[@7.0.41893871@][3][1243541396687]/104__T1_UI_F,Orchard Downs,0,T1 UI F,12E TEAL 13
ILLINI,I8 UIMF,[@7.0.41200832@][2][1238430887312]/157__I8_UIMF,PAR,1,I8 UIMF,22S ILLINI 20
PINK,P2 MF,[@2.0.81838518@][12][1430161301181]/26__P2_MF,Round Barn Road,1,P2 MF,[@2.0.81838518@]103
RUBY SATURDAY,RUB1 SA,[@15.0.64657075@][1339528341508]/56__RUB1_SA,Airport & Cunningham,0,RUB1 SA,[@15.0.64657075@]1
GREEN SATURDAY,GR1SA,[@7.0.41202550@][4][1248701836140]/3__GR1SA,Round Barn Road,1,GR1SA,[@15.0.68513015@]219
SILVER,SV2 NON UI,[@12.0.42199629@][3][1246896590515]/56__SV2_NON_UI,Lincoln Square,0,SV2 NON UI,SILVER 2
TEAL LATE NIGHT SUNDAY,T2 UISU,[@124.0.92276155@][1484344792164]/50__T2_UISU,Illinois Terminal,1,T2 UISU,[@124.0.92276155@]120W TEAL LATE 12
GREY SATURDAY,GN3 NONUISA,[@15.0.73008535@][32][1401899327184]/28__GN3_NONUISA,Round Barn Road,1,GN3 NONUISA,[@15.0.69172548@]2
ORANGE,O2 MF,[@2.0.86175868@][1458585713139]/53__O2_MF,Round Barn Road,1,O2 MF,[@2.0.86175868@]25
BLUE,B4 SCH MTTF,[@14.0.56288268@][4][1302636749043]/15__B4_SCH_MTTF,Round Barn Road,1,B4 SCH MTTF,4W
SILVER,SV4 NON UI SCH,[@12.0.42199629@][4][1246896833000]/93__SV4_NON_UI_SCH,PAR,1,SV4 NON UI SCH,SILVER 120
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/57__SV1_NONUISU,Lincoln Square,0,SV1 NONUISU,[@124.0.92241454@]4
LIME SUNDAY,LM1 SU,[@124.0.94415718@][11][1496266203663]/8__LM1_SU,Kirby & Duncan,0,LM1 SU,[@15.0.74000704@]51
ILLINI LIMITED EVENING,I1 NONUIMF,[@6.0.14328849@][1][1622466962641]/11__I1_NONUIMF,Lincoln & Killarney,0,I1 NONUIMF,22N 316
ILLINI LIMITED SATURDAY,I2   UISA,[@6.0.14330204@][1][1622384291845]/17__I2___UISA,Lincoln & Killarney,0,I2   UISA,[@6.0.14330204@]6
ILLINI LIMITED SATURDAY,I1  UISA,[@6.0.14330204@][1][1622384291845]/16__I1__UISA,Lincoln & Killarney,0,I1  UISA,[@6.0.14330204@]6
GREEN,GN7 UIMTWR,8GN509__GN7_UIMTWR,Round Barn Road - Holiday Park,1,GN7 UIMTWR,5W-PM
ILLINI,I2 UIF,[@7.0.41200832@][1][1238430123625]/16__I2_UIF,Lincoln & Killarney,0,I2 UIF,22N ILLINI 10
GREEN EVENING,GN7 UIF,[@7.0.41201218@][4][1243955118234]/24__GN7_UIF,Round Barn Road - Parkland College,1,GN7 UIF,50W GREEN 55
SILVER SUNDAY,SV2 UISU,[@124.0.92281033@][1484346076492]/103__SV2_UISU,Lincoln Square,0,SV2 UISU,[@124.0.92281033@]130N SILVER WEEKEND 1
SILVER SATURDAY,SV1 UISA,[@12.0.44184681@][1250945403296]/93__SV1_UISA,Lincoln Square,0,SV1 UISA,130N SILVER WEEKEND 1
YELLOW,Y3 MF,[@6.0.14329702@][2][1622063723091]/25__Y3_MF,Savoy Walmart,1,Y3 MF,YELLOW 14
1 YELLOW ALT,1N SHOW WED,[@6.0.4561608@][1][1612730147779]/2__1N_SHOW_WED,Harris & Harvard,0,1N SHOW WED,[@14.0.56289002@]26
LAVENDER ALT,3N SHOW #1,[@6.0.4564442@][1][1610662115917]/0__3N_SHOW_#1,Campbell & Queensway,0,3N SHOW #1,[@6.0.4564442@]2
YELLOW SUNDAY,Y4 SU,[@124.0.92236898@][1484325332995]/24__Y4_SU,Champaign Walmart,0,Y4 SU,[@124.0.92236898@]100N
TEAL SATURDAY,T2 NONUISA,[@12.0.44194660@][1250946648828]/22__T2_NONUISA,Illinois Terminal,1,T2 NONUISA,TEAL WEEKEND 16
YELLOW SUNDAY,Y5 NONUISU,[@124.0.92236898@][1484325332995]/55__Y5_NONUISU,Savoy Walmart,1,Y5 NONUISU,[@124.0.92236898@]100S
GOLDHOPPER,G4 MF,[@14.0.56289113@][4][1303767496742]/12__G4_MF,Lot E-14,1,G4 MF,GOLDHOPPER 1
BRONZE,BZ1 SCHMF,[@124.0.125765780@][32][1561046263505]/0__BZ1_SCHMF,Orchard Downs,1,BZ1 SCHMF,BRONZE 6
ILLINI,I5 UIF 1,[@7.0.41200832@][2][1238430887312]/163__I5_UIF_1,PAR,1,I5 UIF 1,22S ILLINI 20
YELLOW EVENING SATURDAY,Y3SA,[@124.0.92247832@][1484327725398]/40__Y3SA,Champaign Walmart,0,Y3SA,[@124.0.92247832@]100N
GOLDHOPPER,G2 MF,[@14.0.56289113@][4][1303767496742]/9__G2_MF,Lot E-14,1,G2 MF,GOLDHOPPER 1
TEAL,T1 UI MTWR,[@7.0.41893871@][3][1243541488843]/116__T1_UI_MTWR,PAR,0,T1 UI MTWR,TEAL 34
SILVER SATURDAY,SV2 UISA,[@12.0.44184681@][1250945403296]/69__SV2_UISA,Lincoln Square,0,SV2 UISA,130N SILVER WEEKEND 1
TEAL SUNDAY,T1 UISU,[@124.0.92229742@][1484323714302]/34__T1_UISU,Orchard Downs,0,T1 UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
SILVER EVENING,SV4 UIMTH SCH,[@12.0.42224456@][3][1246897172937]/4__SV4_UIMTH_SCH,Lincoln Square,0,SV4 UIMTH SCH,130N SILVER EVENING 1
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/77__SV1_NONUISU,Transit Plaza,1,SV1 NONUISU,[@124.0.92241454@]7
SILVER EVENING,SV4 UIMTH SCH,[@12.0.42224456@][4][1246897225718]/20__SV4_UIMTH_SCH,Vet-Med,1,SV4 UIMTH SCH,130S SILVER EVENING 3
SILVER SUNDAY,SV1 UISU,[@124.0.92281033@][1484346076492]/142__SV1_UISU,PAR,1,SV1 UISU,[@124.0.92281033@]SILVER WEEKEND 31
GREY,GR3 UIMF,[@2.0.80545657@][32][1425489629219]/35__GR3_UIMF,Parkland College,1,GR3 UIMF,7W
GOLDHOPPER,G5 MF,[@7.0.41987615@][3][1246633033359]/39__G5_MF,Lincoln Square,0,G5 MF,GOLDHOPPER 2
GREY EVENING SATURDAY,GR5SA,[@124.0.92319406@][1484577670364]/8__GR5SA,Lincoln Square - Urbana Walmart,0,GR5SA,[@124.0.92319406@]20
RUBY SATURDAY,RUB1 SA,[@15.0.64657075@][1339528341508]/51__RUB1_SA,Airport & Cunningham,0,RUB1 SA,[@15.0.64657075@]1
ILLINI,I7-1 & 2 UIMTH,[@7.0.41200832@][1][1248458486734]/6__I7-1_&_2_UIMTH,Lincoln & Killarney,0,I7-1 & 2 UIMTH,ILLINI 47
TEAL,T1 UI F,[@14.0.51708725@][4][1284043976593]/0__T1_UI_F,Illinois Terminal,1,T1 UI F,TEAL 25
